Height,Weight,Label
148.5,51.1,Fit
179.9,66.7,Fit
191.6,72.9,Fit
159.8,66.4,Obese
150.5,54.7,Fit
140.4,48.9,Fit
162.3,53.2,Fit
161.5,70.4,Obese
157.8,53.0,Fit
167.4,55.3,Fit
169.3,58.5,Fit
168.6,75.1,Obese
161.5,48.5,Fit
152.9,45.4,Fit
172.3,88.5,Obese
165.1,67.5,Fit
174.8,61.3,Fit
173.7,57.7,Fit
149.4,35.7,Fit
149.2,49.8,Fit
156.7,59.8,Fit
153.4,63.9,Obese
173.3,50.9,Fit
168.9,52.1,Fit
177.1,68.0,Fit
169.4,85.4,Obese
167.3,68.7,Fit
178.2,72.8,Fit
170.2,53.9,Fit
165.7,43.5,Fit
181.3,72.6,Fit
166.3,60.0,Fit
161.7,55.3,Fit
155.8,50.3,Fit
172.7,59.7,Fit
178.6,62.4,Fit
164.4,70.6,Obese
179.4,63.7,Fit
143.3,43.0,Fit
164.4,59.1,Fit
164.6,65.2,Fit
157.0,47.4,Fit
191.2,88.3,Fit
164.3,54.7,Fit
160.5,55.4,Fit
165.3,73.2,Obese
143.0,37.2,Fit
156.6,59.7,Fit
175.8,76.0,Fit
158.1,57.5,Fit
155.9,52.5,Fit
179.4,87.8,Obese
179.7,71.0,Fit
170.7,65.7,Fit
160.0,53.6,Fit
162.4,59.2,Fit
156.2,61.4,Obese
154.1,50.0,Fit
153.5,35.0,Fit
158.2,59.2,Fit
153.6,43.3,Fit
147.8,54.0,Fit
167.4,61.6,Fit
167.6,69.3,Fit
183.7,66.7,Fit
157.6,50.4,Fit
168.3,59.6,Fit
168.4,50.6,Fit
162.2,66.8,Obese
173.2,53.0,Fit
173.5,75.0,Fit
168.6,65.9,Fit
162.2,56.3,Fit
161.1,59.8,Fit
150.0,52.0,Fit
156.1,50.4,Fit
158.2,57.4,Fit
152.6,57.1,Fit
169.8,55.9,Fit
178.2,72.6,Fit
155.0,31.9,Fit
168.1,46.7,Fit
153.6,56.4,Fit
161.6,54.1,Fit
157.4,47.7,Fit
171.6,64.4,Fit
157.5,51.4,Fit
176.1,60.3,Fit
162.3,44.8,Fit
157.9,39.1,Fit
151.2,56.2,Fit
167.8,58.6,Fit
174.8,75.0,Fit
168.0,58.6,Fit
189.6,81.9,Fit
180.7,70.9,Fit
161.6,57.8,Fit
161.5,58.1,Fit
170.2,60.1,Fit
155.8,43.6,Fit
177.8,75.7,Fit
169.0,75.6,Obese
167.8,75.2,Obese
172.6,61.1,Fit
184.0,68.6,Fit
166.9,56.8,Fit
163.8,57.6,Fit
181.6,72.1,Fit
175.6,59.9,Fit
161.5,45.5,Fit
165.1,60.3,Fit
167.1,33.2,Fit
169.0,62.0,Fit
150.1,42.0,Fit
148.0,54.5,Fit
155.2,61.4,Obese
154.4,61.0,Obese
157.9,52.1,Fit
172.0,56.0,Fit
163.1,52.0,Fit
167.2,63.8,Fit
151.5,37.3,Fit
159.9,67.4,Obese
171.5,62.0,Fit
171.5,68.7,Fit
157.0,40.0,Fit
166.8,53.8,Fit
189.2,63.5,Fit
164.8,67.9,Obese
157.4,53.2,Fit
163.1,63.1,Fit
166.0,61.1,Fit
163.3,62.4,Fit
164.7,56.9,Fit
149.1,47.3,Fit
154.4,51.7,Fit
163.4,62.0,Fit
163.2,62.0,Fit
158.8,78.0,Obese
163.1,71.9,Obese
165.7,46.2,Fit
174.8,66.1,Fit
163.9,55.9,Fit
169.4,73.4,Obese
159.0,53.1,Fit
171.3,68.3,Fit
169.1,44.2,Fit
174.5,54.9,Fit
172.8,82.5,Obese
171.5,65.1,Fit
163.9,51.1,Fit
167.7,63.8,Fit
176.7,60.3,Fit
157.8,52.5,Fit
158.1,43.4,Fit
167.0,55.0,Fit
169.6,59.9,Fit
155.9,62.5,Obese
164.2,63.0,Fit
164.0,64.3,Fit
140.6,43.3,Fit
162.6,64.7,Fit
163.3,51.7,Fit
163.2,52.8,Fit
180.6,75.0,Fit
151.6,48.3,Fit
155.9,53.4,Fit
136.3,39.5,Fit
159.7,66.1,Obese
160.6,67.2,Obese
159.4,50.9,Fit
177.2,55.0,Fit
174.5,61.3,Fit
165.9,53.3,Fit
160.9,63.6,Fit
176.3,75.7,Fit
164.8,51.5,Fit
156.0,47.5,Fit
146.1,35.1,Fit
160.1,57.5,Fit
173.3,65.7,Fit
190.0,85.8,Fit
165.7,64.4,Fit
156.6,58.8,Fit
152.0,38.5,Fit
171.1,59.4,Fit
145.6,54.2,Obese
171.1,60.1,Fit
174.0,53.6,Fit
169.8,69.9,Fit
162.6,53.5,Fit
171.2,73.0,Fit
166.9,61.1,Fit
156.4,51.6,Fit
185.4,86.5,Obese
161.1,46.7,Fit
173.5,77.7,Obese
138.4,37.0,Fit
179.0,71.8,Fit
181.2,73.6,Fit
165.3,56.7,Fit
171.1,58.3,Fit
171.1,61.5,Fit
157.9,46.8,Fit
171.0,80.0,Obese
156.1,49.8,Fit
158.3,64.4,Obese
177.4,77.5,Fit
175.7,70.8,Fit
157.2,53.3,Fit
156.9,55.7,Fit
157.9,59.4,Fit
173.1,66.7,Fit
154.0,39.6,Fit
168.9,48.2,Fit
173.2,78.1,Obese
164.0,38.1,Fit
176.1,69.8,Fit
161.7,55.6,Fit
162.6,59.5,Fit
154.3,43.2,Fit
176.2,71.1,Fit
156.6,55.6,Fit
168.8,84.8,Obese
164.2,60.4,Fit
153.4,62.6,Obese
158.3,43.1,Fit
180.2,79.6,Fit
167.2,63.3,Fit
153.9,54.3,Fit
168.4,64.6,Fit
163.4,72.4,Obese
203.0,92.7,Fit
168.1,55.9,Fit
160.8,52.0,Fit
180.6,78.3,Fit
144.7,49.7,Fit
166.0,48.4,Fit
186.9,81.0,Fit
163.7,50.3,Fit
145.9,50.4,Fit
160.6,50.3,Fit
181.0,69.8,Fit
169.1,58.6,Fit
155.8,65.5,Obese
157.5,57.8,Fit
158.8,65.6,Obese
169.0,86.0,Obese
179.7,71.4,Fit
176.6,80.6,Obese
170.0,58.0,Fit
150.4,59.8,Obese
150.4,43.3,Fit
170.9,64.1,Fit
150.2,53.9,Fit
162.5,63.7,Fit
168.3,52.2,Fit
152.5,44.2,Fit
153.7,56.9,Fit
164.0,56.2,Fit
170.5,52.8,Fit
176.7,68.1,Fit
171.7,63.9,Fit
165.8,61.9,Fit
156.8,58.3,Fit
153.2,55.4,Fit
159.4,49.7,Fit
169.5,59.9,Fit
168.7,70.0,Fit
141.9,40.0,Fit
156.4,50.6,Fit
178.2,57.9,Fit
165.9,60.3,Fit
149.4,51.9,Fit
190.9,64.4,Fit
164.7,51.1,Fit
169.2,51.6,Fit
169.4,69.4,Fit
161.0,41.7,Fit
157.0,53.6,Fit
188.3,83.8,Fit
176.0,69.7,Fit
174.0,63.1,Fit
171.3,67.4,Fit
154.0,60.4,Obese
179.1,69.7,Fit
155.7,35.4,Fit
168.1,71.4,Obese
147.0,50.7,Fit
142.6,44.4,Fit
168.5,46.6,Fit
156.1,51.2,Fit
143.1,38.1,Fit
170.9,54.6,Fit
188.3,76.9,Fit
180.3,67.2,Fit
162.2,54.1,Fit
165.1,65.9,Fit
174.8,69.2,Fit
177.3,65.2,Fit
161.2,52.2,Fit
165.4,56.5,Fit
168.3,60.3,Fit
171.1,69.1,Fit
163.5,50.5,Fit
163.7,70.6,Obese
180.2,76.1,Fit
178.3,48.0,Fit
170.3,64.5,Fit
183.9,82.7,Fit
160.7,60.0,Fit
182.9,70.3,Fit
171.0,63.8,Fit
201.0,90.3,Fit
151.9,56.9,Fit
157.4,43.2,Fit
169.6,58.4,Fit
169.4,76.2,Obese
186.5,76.7,Fit
157.6,66.9,Obese
175.0,91.2,Obese
177.8,65.6,Fit
172.8,56.1,Fit
154.4,50.3,Fit
180.5,80.5,Fit
178.5,80.0,Obese
171.6,83.0,Obese
167.2,61.2,Fit
167.5,65.6,Fit
164.1,53.6,Fit
172.0,45.1,Fit
165.3,59.8,Fit
155.7,44.1,Fit
153.5,57.0,Fit
156.7,39.0,Fit
167.4,55.8,Fit
164.7,61.8,Fit
167.4,64.6,Fit
170.5,63.6,Fit
158.1,69.9,Obese
181.1,84.7,Obese
162.1,52.3,Fit
160.2,69.4,Obese
170.3,77.9,Obese
144.8,45.1,Fit
156.3,54.1,Fit
175.8,67.6,Fit
145.9,41.7,Fit
177.3,64.8,Fit
181.6,83.1,Obese
160.9,60.5,Fit
168.2,57.8,Fit
177.3,61.8,Fit
159.9,50.2,Fit
174.5,65.7,Fit
157.6,62.0,Fit
159.7,49.3,Fit
156.2,60.9,Fit
168.8,64.2,Fit
177.7,70.6,Fit
163.0,66.6,Obese
151.0,56.9,Fit
153.1,40.3,Fit
169.3,54.4,Fit
185.3,73.7,Fit
169.3,65.9,Fit
160.7,67.8,Obese
173.4,66.7,Fit
162.4,71.6,Obese
160.8,51.3,Fit
154.5,48.2,Fit
180.5,69.2,Fit
137.1,34.8,Fit
173.8,75.7,Obese
159.9,34.1,Fit
160.5,52.6,Fit
183.6,83.4,Fit
157.1,51.8,Fit
157.5,63.2,Obese
163.6,76.4,Obese
169.6,63.9,Fit
160.1,65.8,Obese
147.7,67.3,Obese
155.5,56.4,Fit
179.1,70.2,Fit
165.8,67.7,Fit
170.0,73.0,Obese
162.1,57.5,Fit
157.7,50.9,Fit
183.5,87.8,Obese
162.9,56.2,Fit
160.1,66.0,Obese
177.1,71.1,Fit
157.1,68.9,Obese
158.5,48.4,Fit
165.1,53.2,Fit
165.0,66.7,Fit
167.9,52.9,Fit
188.0,78.7,Fit
168.7,75.0,Obese
138.8,28.1,Fit
168.6,65.7,Fit
165.4,69.9,Obese
165.5,60.0,Fit
167.7,54.5,Fit
164.7,57.6,Fit
164.4,52.8,Fit
171.7,65.4,Fit
159.0,53.4,Fit
154.6,48.5,Fit
198.3,90.2,Fit
157.1,66.9,Obese
166.1,63.3,Fit
148.5,59.3,Obese
166.3,73.5,Obese
154.7,48.0,Fit
160.1,58.6,Fit
176.5,65.1,Fit
170.2,51.9,Fit
171.3,67.4,Fit
145.5,38.2,Fit
185.2,79.3,Fit
151.9,38.3,Fit
181.8,74.1,Fit
176.2,55.8,Fit
171.4,70.0,Fit
155.6,50.1,Fit
166.7,57.2,Fit
159.8,65.2,Obese
165.3,57.6,Fit
162.3,58.8,Fit
142.6,43.1,Fit
177.3,73.2,Fit
164.1,67.6,Obese
159.7,62.8,Fit
158.8,51.8,Fit
168.9,72.5,Obese
155.2,45.6,Fit
140.2,37.3,Fit
169.5,62.2,Fit
170.7,72.5,Fit
162.8,49.0,Fit
152.4,58.2,Obese
166.0,60.2,Fit
148.9,45.3,Fit
153.7,60.8,Obese
156.7,47.6,Fit
174.3,85.1,Obese
161.0,55.6,Fit
160.1,57.6,Fit
186.5,88.9,Obese
168.9,64.2,Fit
168.7,72.1,Obese
160.9,41.4,Fit
158.4,51.7,Fit
140.9,46.9,Fit
175.7,76.5,Fit
169.9,69.7,Fit
163.0,63.9,Fit
163.5,67.3,Obese
173.1,69.7,Fit
147.9,31.0,Fit
158.5,66.8,Obese
152.5,44.5,Fit
184.5,77.4,Fit
174.6,68.5,Fit
140.8,44.0,Fit
148.3,39.6,Fit
163.5,43.3,Fit
159.8,48.2,Fit
150.4,56.4,Fit
186.4,64.9,Fit
168.4,55.4,Fit
170.2,67.1,Fit
157.4,46.3,Fit
172.9,61.5,Fit
160.8,57.5,Fit
161.9,59.9,Fit
171.7,56.5,Fit
147.1,48.7,Fit
182.6,76.5,Fit
167.0,51.2,Fit
179.1,72.3,Fit
153.2,45.9,Fit
154.8,53.7,Fit
152.2,56.8,Fit
167.8,60.5,Fit
165.7,67.7,Fit
159.9,62.6,Fit
153.8,59.3,Obese
151.1,53.4,Fit
164.5,68.3,Obese
159.9,59.3,Fit
157.5,41.2,Fit
182.0,66.6,Fit
164.1,57.5,Fit
179.0,69.8,Fit
159.1,58.6,Fit
167.7,55.4,Fit
164.4,75.5,Obese
146.3,46.3,Fit
180.7,71.8,Fit
163.5,53.5,Fit
173.2,58.0,Fit
156.7,53.0,Fit
163.2,58.8,Fit
155.5,52.5,Fit
178.6,83.4,Obese
168.4,61.4,Fit
169.0,62.2,Fit
179.9,77.8,Fit
177.7,68.1,Fit
173.4,70.5,Fit
149.4,38.8,Fit
157.3,44.3,Fit
154.0,53.1,Fit
173.0,64.0,Fit
166.9,54.8,Fit
149.7,50.3,Fit
162.9,60.1,Fit
148.6,42.9,Fit
164.4,55.3,Fit
146.8,49.1,Fit
170.8,56.0,Fit
169.2,58.1,Fit
186.0,80.4,Fit
174.3,66.7,Fit
160.3,52.7,Fit
174.0,59.4,Fit
149.6,41.1,Fit
154.4,51.4,Fit
168.7,78.8,Obese
141.3,48.4,Fit
164.6,48.9,Fit
153.8,57.7,Fit
166.1,54.6,Fit
153.1,51.6,Fit
169.7,58.6,Fit
165.2,76.2,Obese
180.4,62.5,Fit
165.1,62.5,Fit
156.5,48.4,Fit
162.3,63.9,Fit
150.2,52.0,Fit
169.5,73.2,Obese
171.5,70.4,Fit
192.2,75.7,Fit
158.2,78.4,Obese
162.1,62.2,Fit
158.7,51.0,Fit
167.3,63.2,Fit
169.2,68.0,Fit
164.4,64.2,Fit
176.9,72.9,Fit
158.2,62.8,Obese
175.8,75.0,Fit
170.9,57.5,Fit
164.9,76.7,Obese
161.5,73.2,Obese
191.7,87.2,Fit
156.0,53.9,Fit
168.3,62.7,Fit
156.7,51.5,Fit
184.6,73.4,Fit
174.8,49.7,Fit
157.5,66.8,Obese
170.6,73.5,Obese
167.8,48.6,Fit
159.3,63.0,Fit
173.3,66.0,Fit
169.3,61.5,Fit
167.4,65.6,Fit
164.5,45.6,Fit
169.7,63.3,Fit
167.5,62.4,Fit
165.7,61.0,Fit
157.9,43.9,Fit
183.6,77.8,Fit
153.4,60.3,Obese
169.7,66.6,Fit
161.5,55.5,Fit
184.4,96.3,Obese
155.1,45.5,Fit
156.9,60.4,Fit
154.3,54.3,Fit
168.6,78.6,Obese
149.9,52.5,Fit
159.7,60.9,Fit
141.3,48.0,Fit
167.6,53.4,Fit
159.5,49.0,Fit
148.6,46.4,Fit
176.9,76.5,Fit
150.6,51.8,Fit
173.8,64.8,Fit
157.3,65.4,Obese
182.6,57.5,Fit
173.2,55.7,Fit
153.9,32.1,Fit
154.9,62.5,Obese
171.7,64.1,Fit
162.1,65.5,Fit
163.1,57.7,Fit
179.0,78.7,Fit
156.8,53.1,Fit
166.0,63.9,Fit
175.5,69.9,Fit
173.9,69.2,Fit
163.2,72.1,Obese
161.8,44.6,Fit
145.9,46.3,Fit
153.4,53.3,Fit
168.5,62.9,Fit
163.5,55.6,Fit
165.8,56.2,Fit
176.4,80.7,Obese
151.9,50.2,Fit
162.4,77.5,Obese
167.1,65.6,Fit
157.3,52.1,Fit
180.7,76.3,Fit
175.0,68.2,Fit
168.2,73.0,Obese
184.7,65.7,Fit
148.5,34.1,Fit
164.9,62.7,Fit
169.0,69.5,Fit
154.9,55.1,Fit
168.3,67.7,Fit
152.8,55.6,Fit
172.6,53.7,Fit
176.6,70.9,Fit
168.0,72.6,Obese
144.6,47.4,Fit
154.4,41.9,Fit
171.2,61.8,Fit
165.2,64.5,Fit
135.4,54.7,Obese
178.7,54.6,Fit
166.5,63.9,Fit
156.0,46.1,Fit
175.9,72.2,Fit
157.5,59.3,Fit
157.4,52.7,Fit
168.9,67.8,Fit
184.6,84.1,Fit
182.9,72.2,Fit
169.0,52.1,Fit
170.1,75.0,Obese
173.7,73.0,Fit
151.2,54.8,Fit
172.1,59.6,Fit
156.9,62.1,Obese
168.5,78.8,Obese
162.5,57.1,Fit
170.5,64.7,Fit
166.3,52.3,Fit
131.2,32.1,Fit
167.0,52.7,Fit
172.1,66.2,Fit
169.9,60.8,Fit
163.9,62.1,Fit
183.1,66.6,Fit
168.4,61.1,Fit
169.8,55.8,Fit
176.5,70.0,Fit
169.0,49.8,Fit
155.1,54.2,Fit
138.2,39.8,Fit
159.8,57.6,Fit
173.4,52.9,Fit
161.1,62.3,Fit
173.8,64.1,Fit
166.6,62.8,Fit
179.2,55.7,Fit
161.8,47.6,Fit
170.1,60.6,Fit
170.6,75.0,Obese
181.5,76.7,Fit
146.2,48.1,Fit
160.0,48.9,Fit
174.3,58.0,Fit
182.0,75.1,Fit
167.6,67.4,Fit
161.8,59.3,Fit
173.3,79.8,Obese
174.6,61.6,Fit
161.0,58.5,Fit
168.6,49.0,Fit
178.0,71.4,Fit
185.8,87.7,Obese
173.2,57.6,Fit
165.5,67.0,Fit
164.4,71.0,Obese
171.1,58.9,Fit
163.7,62.7,Fit
167.1,74.1,Obese
153.4,53.6,Fit
179.3,77.0,Fit
152.5,36.9,Fit
160.2,61.3,Fit
166.1,64.8,Fit
186.9,66.2,Fit
160.4,48.9,Fit
157.7,59.5,Fit
158.9,53.2,Fit
183.2,82.8,Fit
134.1,42.0,Fit
154.0,52.6,Fit
195.0,82.3,Fit
171.5,67.0,Fit
152.8,57.8,Fit
164.5,63.8,Fit
165.7,57.1,Fit
174.3,76.8,Obese
185.2,80.7,Fit
169.3,66.1,Fit
159.1,56.4,Fit
173.7,70.3,Fit
157.3,39.8,Fit
153.6,53.9,Fit
145.6,59.8,Obese
147.8,49.8,Fit
155.1,53.6,Fit
152.0,46.1,Fit
168.4,66.4,Fit
151.8,49.1,Fit
130.4,47.9,Obese
153.5,44.9,Fit
159.8,52.6,Fit
158.3,50.4,Fit
181.7,87.3,Obese
158.3,53.6,Fit
174.7,62.8,Fit
164.8,43.0,Fit
164.5,52.3,Fit
155.8,57.6,Fit
164.4,63.6,Fit
156.6,48.7,Fit
166.9,56.5,Fit
162.4,72.9,Obese
154.6,74.2,Obese
175.9,77.3,Fit
169.7,75.8,Obese
160.1,70.5,Obese
166.6,78.8,Obese
164.1,56.8,Fit
155.5,46.1,Fit
165.8,75.1,Obese
158.2,47.3,Fit
154.6,44.4,Fit
147.1,39.6,Fit
161.1,56.0,Fit
171.2,48.6,Fit
157.4,43.0,Fit
192.7,76.7,Fit
174.7,57.6,Fit
179.3,79.3,Fit
173.7,66.5,Fit
185.4,80.2,Fit
156.3,57.5,Fit
136.8,39.5,Fit
160.1,64.3,Obese
171.1,68.1,Fit
166.7,58.6,Fit
168.0,48.6,Fit
179.5,75.1,Fit
169.2,52.9,Fit
173.8,69.5,Fit
154.7,53.3,Fit
153.0,40.6,Fit
182.8,75.5,Fit
166.1,62.2,Fit
158.1,56.6,Fit
158.2,56.2,Fit
157.9,49.6,Fit
157.2,59.1,Fit
150.9,44.6,Fit
148.5,39.9,Fit
162.9,63.7,Fit
158.5,62.7,Fit
177.2,73.9,Fit
168.2,60.6,Fit
167.9,46.5,Fit
156.8,66.0,Obese
163.7,43.3,Fit
169.0,67.5,Fit
172.9,82.6,Obese
164.0,60.3,Fit
176.9,71.2,Fit
165.1,63.0,Fit
173.7,68.0,Fit
159.6,74.9,Obese
145.1,39.5,Fit
168.0,54.3,Fit
173.0,63.2,Fit
171.3,78.5,Obese
169.6,58.7,Fit
161.2,60.6,Fit
156.1,62.2,Obese
171.1,70.6,Fit
169.7,71.5,Fit
158.8,66.8,Obese
177.2,71.5,Fit
155.3,49.4,Fit
158.6,56.5,Fit
183.0,71.0,Fit
174.6,87.2,Obese
161.1,52.8,Fit
168.2,66.1,Fit
166.7,49.1,Fit
134.8,41.0,Fit
155.0,50.6,Fit
164.4,64.9,Fit
161.1,62.7,Fit
167.7,73.2,Obese
177.4,80.0,Obese
161.5,56.8,Fit
153.4,44.2,Fit
168.6,55.9,Fit
161.4,59.7,Fit
163.3,59.9,Fit
161.8,59.7,Fit
189.7,74.9,Fit
140.4,54.8,Obese
160.7,45.1,Fit
165.0,55.1,Fit
156.4,45.2,Fit
174.9,65.6,Fit
173.9,76.5,Obese
164.5,57.2,Fit
162.0,58.6,Fit
163.8,64.3,Fit
163.8,56.4,Fit
164.1,62.3,Fit
162.9,60.4,Fit
167.8,52.9,Fit
173.3,62.3,Fit
151.5,53.3,Fit
153.4,62.1,Obese
145.8,57.0,Obese
174.5,83.8,Obese
167.8,65.8,Fit
170.6,60.7,Fit
149.3,48.5,Fit
184.6,74.1,Fit
158.3,51.9,Fit
166.9,64.3,Fit
174.4,70.3,Fit
154.1,42.9,Fit
159.0,64.3,Obese
167.0,46.6,Fit
196.4,83.1,Fit
168.3,71.5,Obese
182.7,78.3,Fit
178.3,67.1,Fit
169.0,78.6,Obese
154.1,48.7,Fit
176.7,52.6,Fit
148.5,52.2,Fit
182.6,59.1,Fit
167.2,54.9,Fit
135.8,45.6,Fit
161.3,53.5,Fit
172.2,69.9,Fit
162.4,48.8,Fit
172.9,72.6,Fit
155.6,39.8,Fit
150.6,60.5,Obese
164.2,55.5,Fit
165.3,72.4,Obese
161.2,50.4,Fit
178.5,85.5,Obese
155.6,45.6,Fit
168.4,48.1,Fit
165.7,60.8,Fit
147.9,58.0,Obese
150.5,56.2,Fit
165.1,69.3,Obese
186.8,83.2,Fit
171.4,58.0,Fit
146.0,53.0,Fit
130.8,38.4,Fit
173.1,60.2,Fit
163.9,60.6,Fit
177.6,68.9,Fit
155.3,64.4,Obese
168.9,58.6,Fit
174.3,62.4,Fit
160.1,50.8,Fit
160.3,71.7,Obese
165.3,55.0,Fit
171.0,74.7,Obese
164.8,51.5,Fit
175.7,72.0,Fit
159.9,58.4,Fit
150.4,59.6,Obese
186.7,85.4,Fit
158.3,55.8,Fit
158.7,51.1,Fit
164.3,72.4,Obese
165.7,55.3,Fit
160.7,38.7,Fit
164.8,44.9,Fit
164.6,46.7,Fit
166.9,66.1,Fit
139.1,60.3,Obese
185.7,59.5,Fit
163.4,52.5,Fit
171.4,65.3,Fit
149.8,61.8,Obese
159.8,49.9,Fit
157.6,59.4,Fit
181.2,70.2,Fit
158.6,76.2,Obese
173.3,67.3,Fit
157.8,57.7,Fit
160.0,57.0,Fit
162.3,54.6,Fit
179.1,78.2,Fit
144.2,36.5,Fit
150.5,33.8,Fit
143.6,44.2,Fit
153.0,58.0,Fit
156.1,48.9,Fit
147.2,49.2,Fit
156.9,44.4,Fit
142.8,53.4,Obese
153.8,57.3,Fit
178.2,70.0,Fit
169.4,64.5,Fit
167.1,50.3,Fit
154.0,41.4,Fit
148.1,47.3,Fit
152.5,55.3,Fit
164.5,64.1,Fit
174.5,64.1,Fit
174.9,73.3,Fit
171.9,76.4,Obese
156.9,53.4,Fit
165.3,62.6,Fit
161.5,55.7,Fit
162.8,57.3,Fit
187.4,78.6,Fit
145.6,60.3,Obese
162.4,65.4,Fit
178.3,76.6,Fit
148.9,45.1,Fit
157.9,47.7,Fit
159.2,58.9,Fit
162.5,68.1,Obese
147.4,61.6,Obese
171.5,45.1,Fit
172.3,84.9,Obese
170.6,67.4,Fit
155.4,60.4,Obese
166.0,46.7,Fit
155.1,51.0,Fit
161.3,63.9,Fit
188.7,68.9,Fit
166.1,37.6,Fit
151.9,53.5,Fit
167.0,60.9,Fit
150.1,61.1,Obese
151.8,49.4,Fit
153.5,51.2,Fit
160.1,62.0,Fit
175.3,75.9,Fit
171.4,58.9,Fit
170.8,71.7,Fit
152.9,47.3,Fit
159.0,55.8,Fit
168.0,67.5,Fit
158.1,61.7,Fit
161.9,60.2,Fit
169.9,54.8,Fit
161.2,42.2,Fit
167.5,60.2,Fit
182.5,81.1,Fit
163.1,62.1,Fit
178.0,71.6,Fit
171.2,64.4,Fit
148.9,51.2,Fit
152.9,43.5,Fit
155.8,59.7,Fit
155.6,60.0,Fit
164.0,56.3,Fit
171.8,68.4,Fit
178.8,56.6,Fit
168.4,63.8,Fit
160.1,55.3,Fit
142.1,54.5,Obese
165.8,58.9,Fit
165.3,67.1,Fit
167.0,58.2,Fit
188.2,59.6,Fit
178.6,68.4,Fit
173.6,67.9,Fit
154.4,53.7,Fit
159.4,57.2,Fit
164.0,55.1,Fit
156.5,51.3,Fit
170.5,54.9,Fit
168.9,46.8,Fit
153.0,50.7,Fit
178.2,63.9,Fit
166.1,69.4,Obese
146.0,29.4,Fit
164.4,61.8,Fit
168.1,79.1,Obese
175.7,66.5,Fit
161.3,57.2,Fit
174.1,70.1,Fit
167.1,65.4,Fit
150.5,46.6,Fit
149.4,41.1,Fit
177.3,74.4,Fit
178.2,54.6,Fit
168.6,69.2,Fit
181.5,69.3,Fit
176.6,68.7,Fit
172.5,61.3,Fit
155.0,64.3,Obese
184.0,76.5,Fit
170.9,61.7,Fit
160.8,54.1,Fit
157.6,53.5,Fit
167.8,81.1,Obese
146.6,36.8,Fit
172.7,74.3,Fit
154.5,57.1,Fit
169.1,75.2,Obese
159.3,60.8,Fit
162.1,57.8,Fit
156.7,62.2,Obese
163.2,60.5,Fit
185.8,82.0,Fit
180.2,82.9,Obese
168.9,63.5,Fit
164.7,56.3,Fit
174.3,61.7,Fit
177.4,72.9,Fit
155.9,46.4,Fit
164.1,56.5,Fit
145.0,38.5,Fit
177.4,73.3,Fit
187.7,71.5,Fit
165.9,50.2,Fit
141.6,35.2,Fit
171.7,60.3,Fit
155.1,49.1,Fit
157.7,56.7,Fit
171.9,63.7,Fit
167.8,64.9,Fit
159.6,59.7,Fit
157.9,60.7,Fit
166.4,45.6,Fit
160.5,47.7,Fit
152.8,55.8,Fit
161.3,59.0,Fit
168.7,70.5,Fit
163.0,46.1,Fit
149.5,45.3,Fit
175.9,65.7,Fit
134.9,41.4,Fit
160.1,56.7,Fit
158.2,58.8,Fit
166.6,60.2,Fit
171.2,75.4,Obese
177.4,82.8,Obese
157.2,45.4,Fit
171.5,65.0,Fit
167.2,67.9,Fit
146.2,51.7,Fit
185.9,72.8,Fit
149.2,51.0,Fit
169.6,50.6,Fit
169.3,62.9,Fit
168.0,50.4,Fit
159.6,60.1,Fit
174.1,57.8,Fit
147.8,49.4,Fit
164.3,61.9,Fit
158.8,56.1,Fit
157.5,49.6,Fit
169.7,61.7,Fit
176.9,78.3,Obese
161.2,53.8,Fit
173.6,66.5,Fit
165.5,55.8,Fit
155.2,61.1,Obese
162.2,58.5,Fit
161.7,51.4,Fit
157.3,54.5,Fit
169.7,61.4,Fit
167.6,72.9,Obese
147.5,47.5,Fit
146.8,36.4,Fit
169.7,67.3,Fit
156.0,67.8,Obese
168.3,71.9,Obese
173.6,57.5,Fit
151.0,48.0,Fit
149.5,48.9,Fit
183.4,73.9,Fit
168.9,65.8,Fit
160.4,53.8,Fit
154.7,45.3,Fit
159.4,63.5,Fit
151.9,41.8,Fit
174.7,60.7,Fit
156.5,44.8,Fit
177.0,73.8,Fit
160.6,57.6,Fit
153.5,58.9,Fit
160.3,50.3,Fit
136.1,30.7,Fit
163.7,55.4,Fit
163.1,57.1,Fit
174.1,68.3,Fit
144.3,32.3,Fit
177.8,73.4,Fit
174.0,59.5,Fit
178.8,65.1,Fit
164.4,68.9,Obese
176.2,50.8,Fit
148.8,51.3,Fit
172.8,68.3,Fit
156.5,47.3,Fit
146.8,43.9,Fit
152.6,61.0,Obese
165.1,75.6,Obese
155.9,62.0,Obese
169.1,78.0,Obese
145.1,40.8,Fit
141.6,31.5,Fit
180.1,70.9,Fit
174.9,73.8,Fit
153.5,37.0,Fit
165.0,52.5,Fit
176.2,61.8,Fit
169.6,66.1,Fit
166.6,62.9,Fit
177.0,62.8,Fit
157.0,55.6,Fit
165.3,51.0,Fit
164.8,56.3,Fit
162.0,47.6,Fit
160.7,55.6,Fit
165.8,54.1,Fit
165.4,65.7,Fit
153.5,51.6,Fit
173.8,64.7,Fit
154.3,66.5,Obese
162.6,61.2,Fit
161.8,54.6,Fit
168.9,58.1,Fit
141.7,34.7,Fit
174.8,66.7,Fit
157.6,57.1,Fit
178.4,54.7,Fit
159.7,45.2,Fit
164.5,55.4,Fit
186.1,67.4,Fit
161.9,58.0,Fit
